card_id,card_set_id,name,description,rarity,price,volatility_id,type_id,sub_type,attribute_id,rank,attack,defense
6054,4956,Cloudian - Smoke Ball,"Smoke Balls are newly born Cloudians. They fear being alone, and would rather swing and sway in the sky with their friends.",C Common,0.4,3,2,[Fairy／Normal],4,Level 1,200.0,600.0
6055,4957,Cloudian - Storm Dragon,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 Cloudian monster from your GY. Cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. Once per turn: You can target 1 face-up monster on the field; place 1 Fog Counter on that target.",C Common,0.18,3,2,[Fairy／Effect],4,Level 4,1000.0,0.0
6056,4958,Cloudian - Storm Dragon,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 Cloudian monster from your GY. Cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. Once per turn: You can target 1 face-up monster on the field; place 1 Fog Counter on that target.",C Common,0.16,3,2,[Fairy／Effect],4,Level 4,1000.0,0.0
6057,4958,Cloudian - Storm Dragon,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 Cloudian monster from your GY. Cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. Once per turn: You can target 1 face-up monster on the field; place 1 Fog Counter on that target.",C Common,0.06,3,2,[Fairy／Effect],4,Level 4,1000.0,0.0
6058,4959,Cloudian - Turbulence,"Cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. If this card is Normal Summoned: Place 1 Fog Counter on it for each Cloudian monster on the field. You can remove 1 Fog Counter from this card; Special Summon 1 Cloudian - Smoke Ball from your Deck or either GY.",C Common,0.16,3,2,[Fairy／Effect],4,Level 4,800.0,0.0
6059,4960,Cloudian - Turbulence,"Cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. If this card is Normal Summoned: Place 1 Fog Counter on it for each Cloudian monster on the field. You can remove 1 Fog Counter from this card; Special Summon 1 Cloudian - Smoke Ball from your Deck or either GY.",C Common,0.25,3,2,[Fairy／Effect],4,Level 4,800.0,0.0
6060,4961,Cloudian Aerosol,"Discard 1 Cloudian monster, then target 1 face-up monster on the field; place Fog Counters on that target equal to its Level. You can banish this card and 1 Cloudian monster from your GY; Special Summon 1 Cloudian monster from your Deck. You can only use 1 Cloudian Aerosol effect per turn, and only once that turn.",C Common,0.14,3,1,NONE,1,NONE,0.0,0.0
6061,4962,Cloudian Aerosol,"Discard 1 Cloudian monster, then target 1 face-up monster on the field; place Fog Counters on that target equal to its Level. You can banish this card and 1 Cloudian monster from your GY; Special Summon 1 Cloudian monster from your Deck. You can only use 1 Cloudian Aerosol effect per turn, and only once that turn.",C Common,0.12,3,1,NONE,1,NONE,0.0,0.0
6062,4963,Cloudian Squall,"Once per turn, during your Standby Phase: Place 1 Fog Counter on each face-up monster on the field.",C Common,0.16,3,1,Continuous,1,NONE,0.0,0.0
6063,4964,Cloudian Squall,"Once per turn, during your Standby Phase: Place 1 Fog Counter on each face-up monster on the field.",C Common,0.55,3,1,Continuous,1,NONE,0.0,0.0
6064,4965,Clown Zombie,A clown revived by the powers of darkness. Its deadly dance has sent many monsters to their graves.,C Common,0.41,5,2,[Zombie／Normal],5,Level 2,1350.0,0.0
6065,4966,Clown Zombie,A clown revived by the powers of darkness. Its deadly dance has sent many monsters to their graves.,C Common,2.31,3,2,[Zombie／Normal],5,Level 2,1350.0,0.0
6066,4967,Cluster Congester,"If this card is Normal or Special Summoned and you control no Link Monsters: You can Special Summon 1 Congester Token (Cyberse/DARK/Level 1/ATK 0/DEF 0). You can only use this effect of Cluster Congester once per turn. Once per Battle Step, if a Link Monster you control is attacked (Quick Effect): You can banish this card from your GY and that Link Monster; Special Summon Congester Tokens, up to the number of Link Monsters your opponent controls.",C Common,0.0,4,2,[Cyberse／Effect],6,Level 7,1000.0,2200.0
6067,4968,Cluster Congester,"If this card is Normal or Special Summoned and you control no Link Monsters: You can Special Summon 1 Congester Token (Cyberse/DARK/Level 1/ATK 0/DEF 0). You can only use this effect of Cluster Congester once per turn. Once per Battle Step, if a Link Monster you control is attacked (Quick Effect): You can banish this card from your GY and that Link Monster; Special Summon Congester Tokens, up to the number of Link Monsters your opponent controls.",C Common,0.1,3,2,[Cyberse／Effect],6,Level 7,1000.0,2200.0
6068,4969,Coach Captain Bearman,"Cannot be used as material for an Xyz Summon, except for the Xyz Summon of a FIRE Warrior monster. You can Normal Summon this card without Tributing, but its original ATK becomes 1300. Once per turn: You can make all Level 4 Beast-Warrior monsters you currently control become Level 8 until the end of this turn.",C Common,0.0,4,2,[Beast-Warrior／Effect],7,Level 8,2600.0,2700.0
6069,4970,Coach Captain Bearman,"Cannot be used as material for an Xyz Summon, except for the Xyz Summon of a FIRE Warrior monster. You can Normal Summon this card without Tributing, but its original ATK becomes 1300. Once per turn: You can make all Level 4 Beast-Warrior monsters you currently control become Level 8 until the end of this turn.",C Common,0.15,3,2,[Beast-Warrior／Effect],7,Level 8,2600.0,2700.0
6070,4971,Coach Captain Bearman,"Cannot be used as material for an Xyz Summon, except for the Xyz Summon of a FIRE Warrior monster. You can Normal Summon this card without Tributing, but its original ATK becomes 1300. Once per turn: You can make all Level 4 Beast-Warrior monsters you currently control become Level 8 until the end of this turn.",UR Ultra Rare,0.0,4,2,[Beast-Warrior／Effect],7,Level 8,2600.0,2700.0
6071,4972,Coach Captain Bearman,"Cannot be used as material for an Xyz Summon, except for the Xyz Summon of a FIRE Warrior monster. You can Normal Summon this card without Tributing, but its original ATK becomes 1300. Once per turn: You can make all Level 4 Beast-Warrior monsters you currently control become Level 8 until the end of this turn.",UR Ultra Rare,0.16,3,2,[Beast-Warrior／Effect],7,Level 8,2600.0,2700.0
6072,4973,Coach Goblin,"While this card is face-up on your side of the field, you can return 1 Normal Monster Card in your hand to the bottom of your Deck during your End Phase to draw 1 card from your Deck. You can only use this effect once per turn.",C Common,0.07,3,2,[Fiend／Effect],2,Level 4,1200.0,1500.0
6073,4973,Coach Goblin,"While this card is face-up on your side of the field, you can return 1 Normal Monster Card in your hand to the bottom of your Deck during your End Phase to draw 1 card from your Deck. You can only use this effect once per turn.",C Common,0.0,4,2,[Fiend／Effect],2,Level 4,1200.0,1500.0
6074,4974,Coach Goblin,"While this card is face-up on your side of the field, you can return 1 Normal Monster Card in your hand to the bottom of your Deck during your End Phase to draw 1 card from your Deck. You can only use this effect once per turn.",C Common,0.15,3,2,[Fiend／Effect],2,Level 4,1200.0,1500.0
6075,4975,Coach Goblin,"While this card is face-up on your side of the field, you can return 1 Normal Monster Card in your hand to the bottom of your Deck during your End Phase to draw 1 card from your Deck. You can only use this effect once per turn.",C Common,0.1,3,2,[Fiend／Effect],2,Level 4,1200.0,1500.0
6076,4973,Coach Goblin,"While this card is face-up on your side of the field, you can return 1 Normal Monster Card in your hand to the bottom of your Deck during your End Phase to draw 1 card from your Deck. You can only use this effect once per turn.",C Common,0.07,3,2,[Fiend／Effect],2,Level 4,1200.0,1500.0
6077,4973,Coach Goblin,"While this card is face-up on your side of the field, you can return 1 Normal Monster Card in your hand to the bottom of your Deck during your End Phase to draw 1 card from your Deck. You can only use this effect once per turn.",C Common,0.0,4,2,[Fiend／Effect],2,Level 4,1200.0,1500.0
6078,4976,Coach King Giantrainer,"3 Level 8 monstersYou can detach 1 material from this card; draw 1 card and reveal it, then if it was a monster, inflict 800 damage to your opponent. You cannot conduct your Battle Phase the turn you activate this effect. You can only use this effect of Coach King Giantrainer up to thrice per turn.",QCSE Quarter Century Secret Rare,0.41,5,2,[Warrior／Xyz／Effect],7,Rank 8,2800.0,2000.0
6079,4977,Coach King Giantrainer,"3 Level 8 monstersYou can detach 1 material from this card; draw 1 card and reveal it, then if it was a monster, inflict 800 damage to your opponent. You cannot conduct your Battle Phase the turn you activate this effect. You can only use this effect of Coach King Giantrainer up to thrice per turn.",C Common,0.12,3,2,[Warrior／Xyz／Effect],7,Rank 8,2800.0,2000.0
6080,4978,Coach King Giantrainer,"3 Level 8 monstersYou can detach 1 material from this card; draw 1 card and reveal it, then if it was a monster, inflict 800 damage to your opponent. You cannot conduct your Battle Phase the turn you activate this effect. You can only use this effect of Coach King Giantrainer up to thrice per turn.",C Common,0.31,3,2,[Warrior／Xyz／Effect],7,Rank 8,2800.0,2000.0
6081,4979,Coach King Giantrainer,"3 Level 8 monstersYou can detach 1 material from this card; draw 1 card and reveal it, then if it was a monster, inflict 800 damage to your opponent. You cannot conduct your Battle Phase the turn you activate this effect. You can only use this effect of Coach King Giantrainer up to thrice per turn.",SE Secret Rare,1.58,3,2,[Warrior／Xyz／Effect],7,Rank 8,2800.0,2000.0
6082,4980,Coach Soldier Wolfbark,"You can target 1 Level 4 FIRE Beast-Warrior monster in your GY; Special Summon it in Defense Position, but negate its effects. You can only use this effect of Coach Soldier Wolfbark once per turn.",C Common,0.0,4,2,[Beast-Warrior／Effect],7,Level 4,1600.0,1200.0
6083,4981,Coach Soldier Wolfbark,"You can target 1 Level 4 FIRE Beast-Warrior monster in your GY; Special Summon it in Defense Position, but negate its effects. You can only use this effect of Coach Soldier Wolfbark once per turn.",SE Secret Rare,0.95,3,2,[Beast-Warrior／Effect],7,Level 4,1600.0,1200.0
6084,4982,Coach Soldier Wolfbark,"You can target 1 Level 4 FIRE Beast-Warrior monster in your GY; Special Summon it in Defense Position, but negate its effects. You can only use this effect of Coach Soldier Wolfbark once per turn.",SE Secret Rare,1.65,3,2,[Beast-Warrior／Effect],7,Level 4,1600.0,1200.0
6085,4983,Cobra Jar,"FLIP: Special Summon 1 Poisonous Snake Token (Reptile-Type/EARTH/Level 3/ATK 1200/DEF 1200). When the Poisonous Snake Token is destroyed as a result of battle, inflict 500 points of damage to your opponent's Life Points.",C Common,0.55,3,2,[Reptile／Flip／Effect],2,Level 2,600.0,300.0
6086,4984,Cobra Jar,"FLIP: Special Summon 1 Poisonous Snake Token (Reptile-Type/EARTH/Level 3/ATK 1200/DEF 1200). When the Poisonous Snake Token is destroyed as a result of battle, inflict 500 points of damage to your opponent's Life Points.",C Common,0.7,3,2,[Reptile／Flip／Effect],2,Level 2,600.0,300.0
6087,4985,Cobraman Sakuzy,"You can flip this card into face-down Defense Position once per turn during your Main Phase. When this card is flipped face-up, look at all Set Spell and Trap Cards on your opponent's side of the field and then return them to their original position.",C Common,0.74,3,2,[Reptile／Effect],2,Level 3,800.0,1400.0
6088,4986,Cocatorium the Heavy Metal Avian,"If this card is in your hand or GY: You can Tribute 1 Beast, Beast-Warrior, or Winged Beast monster; Special Summon this card, but banish it when it leaves the field. You can banish 1 Level 4 or lower Beast, Beast-Warrior, or Winged Beast monster from your Deck; this card's name becomes that banished monster's name, also it becomes the same Type, Attribute and Level as that monster's, until the End Phase. You can only use each effect of Cocatorium the Heavy Metal Avian once per turn.",UR Ultra Rare,0.08,1,2,[Winged Beast／Effect],3,Level 4,1300.0,900.0
6089,4987,Cockadoodledoo,"If there are no monsters on the field, you can Special Summon this card (from your hand) as a Level 3 monster. If your opponent controls a monster and you control no cards, you can Special Summon this card (from your hand) as a Level 4 monster. If this face-up card would leave the field, banish it instead.",SR Super Rare,0.33,3,2,[Winged Beast／Tuner／Effect],3,Level 5,1600.0,2000.0
6090,4988,Cockadoodledoo,"If there are no monsters on the field, you can Special Summon this card (from your hand) as a Level 3 monster. If your opponent controls a monster and you control no cards, you can Special Summon this card (from your hand) as a Level 4 monster. If this face-up card would leave the field, banish it instead.",C Common,0.14,3,2,[Winged Beast／Tuner／Effect],3,Level 5,1600.0,2000.0
6091,4989,Cockadoodledoo,"If there are no monsters on the field, you can Special Summon this card (from your hand) as a Level 3 monster. If your opponent controls a monster and you control no cards, you can Special Summon this card (from your hand) as a Level 4 monster. If this face-up card would leave the field, banish it instead.",UR Ultra Rare,0.0,4,2,[Winged Beast／Tuner／Effect],3,Level 5,1600.0,2000.0
6092,4990,Cockadoodledoo,"If there are no monsters on the field, you can Special Summon this card (from your hand) as a Level 3 monster. If your opponent controls a monster and you control no cards, you can Special Summon this card (from your hand) as a Level 4 monster. If this face-up card would leave the field, banish it instead.",UR Ultra Rare,0.63,3,2,[Winged Beast／Tuner／Effect],3,Level 5,1600.0,2000.0
6093,4991,Cockroach Knight,"When this card has been sent to the Graveyard, it is returned to the top of the Deck.",C Common,8.64,3,2,[Insect／Effect],2,Level 3,800.0,900.0
6094,4992,Cocoon of Evolution,"You can target 1 Petit Moth you control; equip this card from your hand to that target. While equipped by this effect, the original ATK/DEF of that Petit Moth becomes the ATK/DEF of Cocoon of Evolution.",C Common,0.49,3,2,[Insect／Effect],2,Level 3,0.0,2000.0
6095,4992,Cocoon of Evolution,"You can target 1 Petit Moth you control; equip this card from your hand to that target. While equipped by this effect, the original ATK/DEF of that Petit Moth becomes the ATK/DEF of Cocoon of Evolution.",C Common,0.23,1,2,[Insect／Effect],2,Level 3,0.0,2000.0
6096,4993,Cocoon of Evolution,"You can target 1 Petit Moth you control; equip this card from your hand to that target. While equipped by this effect, the original ATK/DEF of that Petit Moth becomes the ATK/DEF of Cocoon of Evolution.",C Common,0.21,3,2,[Insect／Effect],2,Level 3,0.0,2000.0
6097,4994,Cocoon of Evolution,"You can target 1 Petit Moth you control; equip this card from your hand to that target. While equipped by this effect, the original ATK/DEF of that Petit Moth becomes the ATK/DEF of Cocoon of Evolution.",C Common,0.38,3,2,[Insect／Effect],2,Level 3,0.0,2000.0
6098,4995,Cocoon of Evolution,"You can target 1 Petit Moth you control; equip this card from your hand to that target. While equipped by this effect, the original ATK/DEF of that Petit Moth becomes the ATK/DEF of Cocoon of Evolution.",C Common,0.38,3,2,[Insect／Effect],2,Level 3,0.0,2000.0
6099,4996,Cocoon of Ultra Evolution,"Tribute 1 Insect monster from either field equipped with an Equip Card, and if you do, Special Summon 1 Insect monster from your Deck, ignoring its Summoning conditions. During your Main Phase: You can banish this card from your GY, then target 1 Insect monster in your GY; shuffle it into the Deck, then draw 1 card. You can only use this effect of Cocoon of Ultra Evolution once per turn.",SE Secret Rare,1.37,1,1,Quick-Play,1,NONE,0.0,0.0
6100,4997,Cocoon of Ultra Evolution,"Tribute 1 Insect monster from either field equipped with an Equip Card, and if you do, Special Summon 1 Insect monster from your Deck, ignoring its Summoning conditions. During your Main Phase: You can banish this card from your GY, then target 1 Insect monster in your GY; shuffle it into the Deck, then draw 1 card. You can only use this effect of Cocoon of Ultra Evolution once per turn.",UR Ultra Rare,2.53,3,1,Quick-Play,1,NONE,0.0,0.0
6101,4998,Cocoon Party,Special Summon 1 Chrysalis monster from your Deck for each Neo-Spacian monster with a different name in your Graveyard.,C Common,0.14,3,1,NONE,1,NONE,0.0,0.0
6102,4999,Cocoon Rebirth,You can Tribute 1 face-up Chrysalis monster you control to Special Summon 1 Neo-Spacian monster written in the card text of that card from either player's Graveyard.,C Common,0.22,3,1,Continuous,1,NONE,0.0,0.0
6103,5000,Cocoon Veil,"Activate by Tributing 1 face-up Chrysalis monster. This turn, any damage to a player caused by an effect becomes 0. Special Summon 1 Neo-Spacian monster written on the Chrysalis monster you Tributed from your hand, Deck or from either player's Graveyard.",C Common,0.19,3,3,NONE,1,NONE,0.0,0.0
6104,5001,Codarus,You can send 1 face-up Umi you control to the Graveyard to target up to 2 cards your opponent controls; send those targets to the Graveyard.,C Common,0.5,3,2,[Sea Serpent／Effect],4,Level 4,1400.0,1200.0
6105,5002,Codarus,You can send 1 face-up Umi you control to the Graveyard to target up to 2 cards your opponent controls; send those targets to the Graveyard.,C Common,0.48,3,2,[Sea Serpent／Effect],4,Level 4,1400.0,1200.0
6106,5003,Code A Ancient Ruins,"Each time a face-up Alien monster(s) is destroyed, place 1 A-Counter on this card. Once per turn, you can remove 2 A-Counters from anywhere on the field to Special Summon 1 Alien monster from your Graveyard.",SR Super Rare,7.01,3,1,Continuous,1,NONE,0.0,0.0
6107,5004,Code Exporter,"If a Cyberse monster you control would be used as Link Material for a Code Talker monster, this card in your hand can also be used as material. If this card is sent from the hand or field to the GY as material for the Link Summon of a Code Talker monster: You can target 1 Level 4 or lower Cyberse monster in your GY; add it to your hand, or, if this card on the field was used as material, you can Special Summon that monster instead, but negate its effects. You can only use each effect of Code Exporter once per turn.",UR Ultra Rare,0.13,1,2,[Cyberse／Effect],3,Level 5,500.0,2300.0
6108,5005,Code Generator,"If a Cyberse monster you control would be used as Link Material for a Code Talker monster, this card in your hand can also be used as material. If this card is sent from the hand or field to the GY as material for the Link Summon of a Code Talker monster: You can send 1 Cyberse monster with 1200 or less ATK from your Deck to the GY, or, if this card on the field was used as material, you can add that card to your hand instead. You can only use each effect of Code Generator once per turn.",UR Ultra Rare,0.15,1,2,[Cyberse／Effect],2,Level 3,1300.0,500.0
6109,5006,Code Generator,"If a Cyberse monster you control would be used as Link Material for a Code Talker monster, this card in your hand can also be used as material. If this card is sent from the hand or field to the GY as material for the Link Summon of a Code Talker monster: You can send 1 Cyberse monster with 1200 or less ATK from your Deck to the GY, or, if this card on the field was used as material, you can add that card to your hand instead. You can only use each effect of Code Generator once per turn.",R Rare,0.1,3,2,[Cyberse／Effect],2,Level 3,1300.0,500.0
6110,5007,Code Hack,"Cyberse Link Monsters you control cannot be destroyed by your opponent's card effects. Once per turn, during the Battle Step, if your monster battles an opponent's monster: You can activate this effect; that opponent's monster's ATK becomes 0 until the end of this turn, also for that battle, monsters cannot be destroyed by battle and neither player takes battle damage. That opponent's monster must be face-up on the field to activate and to resolve this effect. When your opponent activates a card or effect during a Damage Step that your Code Talker monster is attacking in: You can banish this card from your GY; negate the activation, and if you do, your attacking monster gains 700 ATK.",R Rare,0.14,1,3,Continuous,1,NONE,0.0,0.0
6111,5008,Code Igniter,"2 Level 4 monstersIf this card is Xyz Summoned: You can add 1 Cyberse Ritual Monster from your Deck to your hand. You can detach 1 material from this card; Ritual Summon 1 Ritual Monster from your hand, by Tributing monsters from your hand or field whose total Levels equal or exceed its Level. If this card is sent to the GY as Link Material: You can add 1 A.I. Trap from your Deck to your hand. You can only use each effect of Code Igniter once per turn.",C Common,0.07,1,2,[Cyberse／Xyz／Effect],5,Rank 4,2300.0,2000.0
6112,5009,Code of Soul,"If you control a Link Monster: You can Special Summon this card from your hand. During your Main Phase: You can activate this effect; once this turn, if you Link Summon a Salamangreat Link Monster, you can use 1 Salamangreat Link Monster you control with its same name as the entire material. During your opponent's Main Phase (Quick Effect): You can banish this card from your GY; immediately after this effect resolves, Link Summon 1 Link-3 or higher Cyberse Link Monster. You can only use each effect of Code of Soul once per turn.",UR Ultra Rare,0.13,5,2,[Cyberse／Effect],7,Level 3,500.0,500.0
6113,5010,Code of Soul,"If you control a Link Monster: You can Special Summon this card from your hand. During your Main Phase: You can activate this effect; once this turn, if you Link Summon a Salamangreat Link Monster, you can use 1 Salamangreat Link Monster you control with its same name as the entire material. During your opponent's Main Phase (Quick Effect): You can banish this card from your GY; immediately after this effect resolves, Link Summon 1 Link-3 or higher Cyberse Link Monster. You can only use each effect of Code of Soul once per turn.",SR Super Rare,0.48,1,2,[Cyberse／Effect],7,Level 3,500.0,500.0
6114,5011,Code Radiator,"If a Cyberse monster you control would be used as Link Material for a Code Talker monster, this card in your hand can also be used as material. If this card is sent from the hand or field to the GY as material for the Link Summon of a Code Talker monster: You can target 1 face-up monster your opponent controls; change its ATK to 0, also negate its effects. If this card on the field was used as material, you can target 2 monsters, instead. You can only use each effect of Code Radiator once per turn.",UR Ultra Rare,0.21,5,2,[Cyberse／Effect],4,Level 4,1600.0,800.0
6115,5012,Code Radiator,"If a Cyberse monster you control would be used as Link Material for a Code Talker monster, this card in your hand can also be used as material. If this card is sent from the hand or field to the GY as material for the Link Summon of a Code Talker monster: You can target 1 face-up monster your opponent controls; change its ATK to 0, also negate its effects. If this card on the field was used as material, you can target 2 monsters, instead. You can only use each effect of Code Radiator once per turn.",SE Secret Rare,1.36,1,2,[Cyberse／Effect],4,Level 4,1600.0,800.0
6116,5013,Code Talker,"2 Effect MonstersGains 500 ATK for each monster this card points to. Cannot be destroyed by battle or your opponent's card effects, while this card points to a monster.",SR Super Rare,0.23,5,2,[Cyberse／Link／Effect],5,Link 2 P82,1300.0,0.0
6117,5014,Code Talker Inverted,2 Cyberse monstersIf this card is Link Summoned: You can Special Summon 1 Cyberse monster from your hand to your zone this card points to. You can only use this effect of Code Talker Inverted once per turn.,SR Super Rare,0.07,1,2,[Cyberse／Link／Effect],6,Link 2 P46,1300.0,0.0
6118,5014,Code Talker Inverted,2 Cyberse monstersIf this card is Link Summoned: You can Special Summon 1 Cyberse monster from your hand to your zone this card points to. You can only use this effect of Code Talker Inverted once per turn.,UR Ultra Rare,0.09,1,2,[Cyberse／Link／Effect],6,Link 2 P46,1300.0,0.0
6119,5014,Code Talker Inverted,2 Cyberse monstersIf this card is Link Summoned: You can Special Summon 1 Cyberse monster from your hand to your zone this card points to. You can only use this effect of Code Talker Inverted once per turn.,SE Secret Rare,0.13,1,2,[Cyberse／Link／Effect],6,Link 2 P46,1300.0,0.0
6120,5014,Code Talker Inverted,2 Cyberse monstersIf this card is Link Summoned: You can Special Summon 1 Cyberse monster from your hand to your zone this card points to. You can only use this effect of Code Talker Inverted once per turn.,PS Platinum Secret Rare,0.25,1,2,[Cyberse／Link／Effect],6,Link 2 P46,1300.0,0.0
6121,5014,Code Talker Inverted,2 Cyberse monstersIf this card is Link Summoned: You can Special Summon 1 Cyberse monster from your hand to your zone this card points to. You can only use this effect of Code Talker Inverted once per turn.,QCSE Quarter Century Secret Rare,1.09,1,2,[Cyberse／Link／Effect],6,Link 2 P46,1300.0,0.0
6122,5015,Code Talker Inverted,2 Cyberse monstersIf this card is Link Summoned: You can Special Summon 1 Cyberse monster from your hand to your zone this card points to. You can only use this effect of Code Talker Inverted once per turn.,C Common,0.04,5,2,[Cyberse／Link／Effect],6,Link 2 P46,1300.0,0.0
6123,5016,Code Talker Inverted,2 Cyberse monstersIf this card is Link Summoned: You can Special Summon 1 Cyberse monster from your hand to your zone this card points to. You can only use this effect of Code Talker Inverted once per turn.,SR Super Rare,0.16,3,2,[Cyberse／Link／Effect],6,Link 2 P46,1300.0,0.0
6124,5017,Codebreaker Virus Berserker,"2+ monsters, including a Codebreaker monsterWhen this card is Special Summoned, if it is co-linked: You can Special Summon up to 2 Codebreaker monsters from your hand and/or GY to any zone(s) a Link Monster(s) points to. During your Main Phase: You can destroy Spells/Traps your opponent controls, up to the number of linked Codebreaker monsters on the field. You can only use each effect of Codebreaker Virus Berserker once per turn.",C Common,0.17,5,2,[Warrior／Link／Effect],5,Link 3 P862,2800.0,0.0
6125,5018,Codebreaker Virus Swordsman,"2 Effect MonstersWhen this card is Special Summoned, if it is co-linked: You can Special Summon 1 Codebreaker Zero Day from your hand, Deck, or GY, to any zone a Link Monster points to. During the End Phase, if this card is in the GY because it was destroyed, while in your possession, by an opponent's card and sent there this turn: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of Codebreaker Virus Swordsman once per turn.",C Common,0.25,1,2,[Warrior／Link／Effect],5,Link 2 P82,2300.0,0.0
6126,5019,Codebreaker Zero Day,"All Link Monsters pointing to this card lose 1000 ATK, except Codebreaker Link Monsters. If a Codebreaker Link Monster(s) on the field is destroyed by battle or card effect, while this card is on the field: Destroy this card. If this card is destroyed by battle or card effect: You can add 1 Codebreaker Zero Day from your Deck to your hand.",C Common,0.17,2,2,[Warrior／Effect],5,Level 4,1800.0,0.0
6127,5020,Coffin Seller,Each time a monster(s) is sent to your opponent's GY: Inflict 300 damage to your opponent.,C Common,0.64,3,3,Continuous,1,NONE,0.0,0.0
6128,5021,Coffin Seller,Each time a monster(s) is sent to your opponent's GY: Inflict 300 damage to your opponent.,C Common,0.86,3,3,Continuous,1,NONE,0.0,0.0
6129,5022,Coffin Seller,Each time a monster(s) is sent to your opponent's GY: Inflict 300 damage to your opponent.,C Common,0.59,5,3,Continuous,1,NONE,0.0,0.0
6130,5023,Coffin Seller,Each time a monster(s) is sent to your opponent's GY: Inflict 300 damage to your opponent.,SR Super Rare,1.65,3,3,Continuous,1,NONE,0.0,0.0
6131,5024,Coffin Seller,Each time a monster(s) is sent to your opponent's GY: Inflict 300 damage to your opponent.,R Rare,0.62,3,3,Continuous,1,NONE,0.0,0.0
6132,5025,Cold Enchanter,You can discard 1 card to target 1 face-up monster on the field; place an Ice Counter on that target. This card gains 300 ATK for each Ice Counter on the field.,C Common,0.14,3,2,[Aqua／Effect],4,Level 4,1600.0,1200.0
6133,5026,Cold Enchanter,You can discard 1 card to target 1 face-up monster on the field; place an Ice Counter on that target. This card gains 300 ATK for each Ice Counter on the field.,R Rare,0.2,3,2,[Aqua／Effect],4,Level 4,1600.0,1200.0
6134,5027,Cold Feet,"You cannot activate, Set, or use the effects of any Spell/Trap Cards this turn.",C Common,0.13,3,1,Quick-Play,1,NONE,0.0,0.0
6135,5028,Cold Wave,"This card can only be activated at the start of Main Phase 1. Until your next turn, you and your opponent cannot play or Set any Spell or Trap Cards.",PS Platinum Secret Rare,1.76,1,1,NONE,1,NONE,0.0,0.0
6136,5028,Cold Wave,"This card can only be activated at the start of Main Phase 1. Until your next turn, you and your opponent cannot play or Set any Spell or Trap Cards.",QCSE Quarter Century Secret Rare,19.48,5,1,NONE,1,NONE,0.0,0.0
6137,5029,Cold Wave,"This card can only be activated at the start of Main Phase 1. Until your next turn, you and your opponent cannot play or Set any Spell or Trap Cards.",C Common,1.15,3,1,NONE,1,NONE,0.0,0.0
6138,5029,Cold Wave,"This card can only be activated at the start of Main Phase 1. Until your next turn, you and your opponent cannot play or Set any Spell or Trap Cards.",C Common,0.57,1,1,NONE,1,NONE,0.0,0.0
6139,5030,Cold Wave,"This card can only be activated at the start of Main Phase 1. Until your next turn, you and your opponent cannot play or Set any Spell or Trap Cards.",C Common,0.64,3,1,NONE,1,NONE,0.0,0.0
6140,5031,Cold Wave,"This card can only be activated at the start of Main Phase 1. Until your next turn, you and your opponent cannot play or Set any Spell or Trap Cards.",C Common,3.63,3,1,NONE,1,NONE,0.0,0.0
6141,5032,Cold Wave,"This card can only be activated at the start of Main Phase 1. Until your next turn, you and your opponent cannot play or Set any Spell or Trap Cards.",C Common,0.58,1,1,NONE,1,NONE,0.0,0.0
6142,5033,Collected Power,"Target 1 face-up monster on the field; equip it with all Equip Cards on the field. If any of those Equip Cards is now equipped to an incorrect target, destroy that Equip Card.",C Common,0.24,3,3,NONE,1,NONE,0.0,0.0
6143,5034,Collected Power,"Target 1 face-up monster on the field; equip it with all Equip Cards on the field. If any of those Equip Cards is now equipped to an incorrect target, destroy that Equip Card.",C Common,0.1,3,3,NONE,1,NONE,0.0,0.0
6144,5035,Collected Power,"Target 1 face-up monster on the field; equip it with all Equip Cards on the field. If any of those Equip Cards is now equipped to an incorrect target, destroy that Equip Card.",C Common,0.18,3,3,NONE,1,NONE,0.0,0.0
6145,5036,Colonel on C-String,When this card is Normal Summoned: You can Special Summon 2 Level 4 or lower Warrior monsters with different names from your hand in Defense Position.,C Common,0.07,5,2,[Warrior／Effect],6,Level 4,1400.0,1600.0
6146,5037,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,PS Platinum Secret Rare,1.72,1,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
6147,5037,Colossal Fighter,1 Tuner + 1+ non-Tuner monstersGains 100 ATK for each Warrior monster in the GYs. When this card is destroyed by battle and sent to the GY: You can target 1 Warrior monster in either GY; Special Summon that target.,QCSE Quarter Century Secret Rare,16.29,5,2,[Warrior／Synchro／Effect],5,Level 8,2800.0,1000.0
